章节号,章节名,事件ID,事件名称,事件类型,事件年代,距司马谈,距司马迁,史源类型,可信度,推理依据
009,吕太后本纪,009-050,苍犬为祟吕后病,自然灾害,-180,70,80,文献传承,B,重大政治事件，依据官方档案
009,吕太后本纪,009-051,封外孙及宦者,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
009,吕太后本纪,009-052,吕后遗诏托军,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
009,吕太后本纪,009-053,吕后崩,继位,-180,70,80,文献传承,B,重大政治事件，依据官方档案
009,吕太后本纪,009-054,朱虚侯密谋诛吕,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
009,吕太后本纪,009-055,齐王起兵西伐,战争,-180,70,80,文献传承,B,重大政治事件，依据官方档案
009,吕太后本纪,009-056,齐王发檄文,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
009,吕太后本纪,009-057,灌婴屯兵荥阳,战争,-180,70,80,文献传承,B,重大政治事件，依据官方档案
009,吕太后本纪,009-058,郦寄说吕禄交兵权,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
009,吕太后本纪,009-059,吕嬃怒斥吕禄,家族事件,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
009,吕太后本纪,009-060,太尉入北军,政治整顿,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
009,吕太后本纪,009-061,左袒为刘氏,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
009,吕太后本纪,009-062,诛杀吕产,战争,-180,70,80,文献传承,B,重大政治事件，依据官方档案
009,吕太后本纪,009-063,斩吕更始,战争,-180,70,80,文献传承,B,重大政治事件，依据官方档案
009,吕太后本纪,009-064,悉捕诸吕灭族,政治整顿,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
009,吕太后本纪,009-065,捕斩吕禄笞杀吕嬃,政治整顿,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
009,吕太后本纪,009-066,诛燕王吕通废鲁王,政治整顿,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
009,吕太后本纪,009-067,诸臣议立代王,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
009,吕太后本纪,009-068,代王至长安即天子位,继位,-180,70,80,文献传承,B,重大政治事件，依据官方档案
009,吕太后本纪,009-069,清除少帝出宫,政治整顿,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
009,吕太后本纪,009-070,代王入未央宫听政,继位,-180,70,80,文献传承,B,重大政治事件，依据官方档案
009,吕太后本纪,009-071,诛灭诸假惠帝子,政治整顿,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
009,吕太后本纪,009-072,代王立为天子,继位,-180,70,80,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-001,代王受封,继位,-196,86,96,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-002,诸吕之乱平定,政治整顿,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
010,孝文本纪,010-003,群臣迎代王,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
010,孝文本纪,010-004,宋昌进谏赴京,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
010,孝文本纪,010-005,卜龟得大横,文化活动,-180,70,80,家族传承,C,距司马谈70年，可能有2-3代传承
010,孝文本纪,010-006,渭桥受玺,继位,-180,70,80,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-007,群臣固请即位,继位,-180,70,80,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-008,文帝即天子位,继位,-180,70,80,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-009,即位大赦诏,政治活动,-180,70,80,家族传承,B,距司马谈70年，可能有家族口述
010,孝文本纪,010-010,诸侯封立与官员调任,政治活动,-179,69,79,家族传承,B,距司马谈69年，可能有家族口述
010,孝文本纪,010-011,论功行赏,政治活动,-179,69,79,家族传承,B,距司马谈69年，可能有家族口述
010,孝文本纪,010-012,废相坐律,政治改革,-179,69,79,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-013,立太子之议,政治活动,-179,69,79,家族传承,B,距司马谈69年，可能有家族口述
010,孝文本纪,010-014,立窦氏为皇后,家族事件,-179,69,79,家族传承,B,距司马谈69年，可能有家族口述
010,孝文本纪,010-015,封从代功臣,政治活动,-179,69,79,家族传承,B,距司马谈69年，可能有家族口述
010,孝文本纪,010-016,绛侯免相,政治活动,-179,69,79,家族传承,B,距司马谈69年，可能有家族口述
010,孝文本纪,010-017,丞相平卒勃复相,政治活动,-178,68,78,家族传承,B,距司马谈68年，可能有家族口述
010,孝文本纪,010-018,日食求言,自然灾害,-178,68,78,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-019,开籍田亲耕,经济活动,-178,68,78,家族传承,C,距司马谈68年，可能有2-3代传承
010,孝文本纪,010-020,封皇子为诸侯王,政治活动,-178,68,78,家族传承,B,距司马谈68年，可能有家族口述
010,孝文本纪,010-021,除诽谤妖言之罪,政治改革,-178,68,78,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-022,颁行铜虎符,改革,-178,68,78,家族传承,C,距司马谈68年，可能有2-3代传承
010,孝文本纪,010-023,绛侯就国,政治活动,-177,67,77,家族传承,B,距司马谈67年，可能有家族口述
010,孝文本纪,010-024,淮南王杀辟阳侯,政治整顿,-177,67,77,家族传承,C,距司马谈67年，可能有2-3代传承
010,孝文本纪,010-025,匈奴入北地,战争,-177,67,77,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-026,幸太原,政治活动,-177,67,77,家族传承,B,距司马谈67年，可能有家族口述
010,孝文本纪,010-027,济北王反,战争,-177,67,77,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-028,废淮南王,政治整顿,-174,64,74,家族传承,C,距司马谈64年，可能有2-3代传承
010,孝文本纪,010-029,除秘祝,政治改革,-167,57,67,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-030,缇萦救父,政治改革,-167,57,67,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-031,除肉刑,政治改革,-167,57,67,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-032,除田租,经济活动,-167,57,67,家族传承,C,距司马谈57年，可能有2-3代传承
010,孝文本纪,010-033,匈奴入边十四年,战争,-166,56,66,文献传承,B,重大政治事件，依据官方档案
010,孝文本纪,010-034,土德改正之议,文化活动,-166,56,66,家族传承,C,距司马谈56年，可能有2-3代传承
010,孝文本纪,010-035,黄龙见成纪,文化活动,-165,55,65,家族传承,C,距司马谈55年，可能有2-3代传承
010,孝文本纪,010-036,始郊雍见五帝,文化活动,-165,55,65,家族传承,C,距司马谈55年，可能有2-3代传承
010,孝文本纪,010-037,新垣平设五庙,文化活动,-164,54,64,家族传承,C,距司马谈54年，可能有2-3代传承
010,孝文本纪,010-038,新垣平伏诛,政治整顿,-163,53,63,家族传承,C,距司马谈53年，可能有2-3代传承
010,孝文本纪,010-039,和亲匈奴,政治活动,-162,52,62,家族传承,B,距司马谈52年，可能有家族口述
010,孝文本纪,010-040,匈奴入上郡云中,战争,-158,48,58,亲历口述,A,距司马谈48年，可能有口述传承
010,孝文本纪,010-041,天下旱蝗,自然灾害,-158,48,58,亲历口述,A,距司马谈48年，可能有口述传承
010,孝文本纪,010-042,文帝节俭德政,政治活动,-179,69,79,家族传承,B,距司马谈69年，可能有家族口述
010,孝文本纪,010-043,以德化南越,政治活动,-179,69,79,家族传承,B,距司马谈69年，可能有家族口述
010,孝文本纪,010-044,文帝崩,继位,-157,47,57,亲历口述,A,距司马谈47年，可能有口述传承
010,孝文本纪,010-045,景帝即位,继位,-157,47,57,亲历口述,A,距司马谈47年，可能有口述传承
010,孝文本纪,010-046,追颂文帝昭德之舞,文化活动,-156,46,56,亲历口述,C,距司马谈46年，可能有口述
011,孝景本纪,011-001,孝景帝即位,继位,-157,47,57,亲历口述,A,距司马谈47年，可能有口述传承
011,孝景本纪,011-002,元年赦天下赐爵,政治活动,-156,46,56,家族传承,B,距司马谈46年，可能有家族口述
011,孝景本纪,011-003,除田半租立太宗庙,经济活动,-156,46,56,亲历口述,C,距司马谈46年，可能有口述
011,孝景本纪,011-004,匈奴入代和亲,政治活动,-156,46,56,家族传承,B,距司马谈46年，可能有家族口述
011,孝景本纪,011-005,封萧何孙为武陵侯,政治活动,-155,45,55,家族传承,B,距司马谈45年，可能有家族口述
011,孝景本纪,011-006,孝文太后崩,家族事件,-155,45,55,家族传承,B,距司马谈45年，可能有家族口述
011,孝景本纪,011-007,丞相申屠嘉卒陶青继,政治活动,-155,45,55,家族传承,B,距司马谈45年，可能有家族口述
011,孝景本纪,011-008,彗星出东北,自然灾害,-155,45,55,亲历口述,A,距司马谈45年，可能有口述传承
011,孝景本纪,011-009,衡山雨雹天象异变,自然灾害,-155,45,55,亲历口述,A,距司马谈45年，可能有口述传承
011,孝景本纪,011-010,三年赦天下,政治活动,-154,44,54,家族传承,B,距司马谈44年，可能有家族口述
011,孝景本纪,011-011,长星出天火燔雒阳,自然灾害,-154,44,54,亲历口述,A,距司马谈44年，可能有口述传承
011,孝景本纪,011-012,七国之乱,战争,-154,44,54,亲历口述,A,距司马谈44年，可能有口述传承
011,孝景本纪,011-013,诛晁错遣袁盎谕告,政治整顿,-154,44,54,亲历口述,C,距司马谈44年，可能有口述
011,孝景本纪,011-014,窦婴周亚夫平乱,战争,-154,44,54,亲历口述,A,距司马谈44年，可能有口述传承
011,孝景本纪,011-015,赦七国从犯封窦婴,政治活动,-154,44,54,家族传承,B,距司马谈44年，可能有家族口述
011,孝景本纪,011-016,封立皇子与徙王,政治活动,-154,44,54,家族传承,B,距司马谈44年，可能有家族口述
011,孝景本纪,011-017,四年立太子,政治活动,-153,43,53,家族传承,B,距司马谈43年，可能有家族口述
011,孝景本纪,011-018,立皇子彻为胶东王,政治活动,-153,43,53,家族传承,B,距司马谈43年，可能有家族口述
011,孝景本纪,011-019,复置津关用传出入,改革,-153,43,53,亲历口述,C,距司马谈43年，可能有口述
011,孝景本纪,011-020,作阳陵渭桥,建设,-152,42,52,亲历口述,C,距司马谈42年，可能有口述
011,孝景本纪,011-021,江都大暴风,自然灾害,-152,42,52,亲历口述,A,距司马谈42年，可能有口述传承
011,孝景本纪,011-022,六年封五侯,政治活动,-151,41,51,家族传承,B,距司马谈41年，可能有家族口述
011,孝景本纪,011-023,废栗太子,政治活动,-150,40,50,家族传承,B,距司马谈40年，可能有家族口述
011,孝景本纪,011-024,周亚夫为丞相,政治活动,-150,40,50,家族传承,B,距司马谈40年，可能有家族口述
011,孝景本纪,011-025,立胶东王为太子,继位,-150,40,50,亲历口述,A,距司马谈40年，可能有口述传承
011,孝景本纪,011-026,中元年赦天下除禁锢,政治改革,-149,39,49,亲历口述,A,距司马谈39年，可能有口述传承
011,孝景本纪,011-027,地动雨雹,自然灾害,-149,39,49,亲历口述,A,距司马谈39年，可能有口述传承
011,孝景本纪,011-028,匈奴入燕不和亲,战争,-148,38,48,亲历口述,A,距司马谈38年，可能有口述传承
011,孝景本纪,011-029,临江王死中尉府,政治整顿,-148,38,48,亲历口述,C,距司马谈38年，可能有口述
011,孝景本纪,011-030,匈奴王降封列侯,政治活动,-147,37,47,家族传承,B,距司马谈37年，可能有家族口述
011,孝景本纪,011-031,丞相周亚夫卒,政治活动,-143,33,43,家族传承,B,距司马谈33年，可能有家族口述
011,孝景本纪,011-032,中四年置德阳宫,建设,-146,36,46,亲历口述,C,距司马谈36年，可能有口述
011,孝景本纪,011-033,大蝗灾,自然灾害,-146,36,46,亲历口述,A,距司马谈36年，可能有口述传承
011,孝景本纪,011-034,立皇子舜为常山王封十侯,政治活动,-145,35,45,家族传承,B,距司马谈35年，可能有家族口述
011,孝景本纪,011-035,天下大潦,自然灾害,-145,35,45,亲历口述,A,距司马谈35年，可能有口述传承
011,孝景本纪,011-036,更诸侯丞相为相,改革,-145,35,45,亲历口述,C,距司马谈35年，可能有口述
011,孝景本纪,011-037,郊雍见五帝,文化活动,-144,34,44,亲历口述,C,距司马谈34年，可能有口述
011,孝景本纪,011-038,梁孝王城阳共王汝南王薨,家族事件,-144,34,44,家族传承,B,距司马谈34年，可能有家族口述
011,孝景本纪,011-039,分梁为五,政治活动,-144,34,44,家族传承,B,距司马谈34年，可能有家族口述
011,孝景本纪,011-040,官制大改革,改革,-144,34,44,亲历口述,C,距司马谈34年，可能有口述
011,孝景本纪,011-041,匈奴入上郡,战争,-144,34,44,亲历口述,A,距司马谈34年，可能有口述传承
011,孝景本纪,011-042,后元年更命官制,改革,-143,33,43,亲历口述,C,距司马谈33年，可能有口述
011,孝景本纪,011-043,上庸地动二十二日,自然灾害,-143,33,43,亲历口述,A,距司马谈33年，可能有口述传承
011,孝景本纪,011-044,丞相刘舍免绾为相,政治活动,-143,33,43,家族传承,B,距司马谈33年，可能有家族口述
011,孝景本纪,011-045,后二年地动与击匈奴,战争,-142,32,42,亲历口述,A,距司马谈32年，可能有口述传承
011,孝景本纪,011-046,禁食马粟节约令,经济活动,-142,32,42,亲历口述,C,距司马谈32年，可能有口述
011,孝景本纪,011-047,匈奴入雁门,战争,-142,32,42,亲历口述,A,距司马谈32年，可能有口述传承
011,孝景本纪,011-048,大旱与民疫,自然灾害,-142,32,42,亲历口述,A,距司马谈32年，可能有口述传承
011,孝景本纪,011-049,五星逆行天象异变,自然灾害,-141,31,41,亲历口述,A,距司马谈31年，可能有口述传承
011,孝景本纪,011-050,皇太子冠,家族事件,-141,31,41,家族传承,B,距司马谈31年，可能有家族口述
